mirnaid,refseqid,genesymbol,duplex,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-518b,NM_001270525,OTX2,......((((((((((.(((((&))))))))))))..........))).,1256,1282,1.0,-17.3,0,0.005638551,0.544,7.677319999999999,6.967913999999999,-15.566558404643448,15,26,12,3UTR,,0,0
hsa-miR-518b,NM_001270942,KLF7,..(((((((((((((((((((.&)))))))))))))..).))))).,6095,6118,1.0,-21.2,1,0.01295718,0.544,3.580622500000001,2.93050384,-4.95700071937229,19,23,13,3UTR,,0,0
hsa-miR-518b,NM_001270943,KLF7,..(((((((((((((((((((.&)))))))))))))..).))))).,6064,6087,1.0,-21.2,1,0.01295718,0.544,2.918352418181818,3.1042738625000013,-4.95700071937229,19,23,13,3UTR,,0,0
hsa-miR-518b,NM_001270944,KLF7,..(((((((((((((((((((.&)))))))))))))..).))))).,6028,6051,1.0,-21.2,1,0.01295718,0.544,2.4991172272727273,2.4008393150000003,-4.95700071937229,19,23,13,3UTR,,0,0
hsa-miR-518b,NM_001271052,ADGRE2,..((((((((((((((((((((&))).)))))))))))....................)))))).,2528,2570,1.0,-23.5,1,0.002973825,0.632,0.07015602439024386,0.08328487500000001,-4.95700071937229,20,42,11,3UTR,,0,0
hsa-miR-518b,NM_001271562,C11orf71,...(((.(((((((((((((..&.))))))).))))))))).,1324,1368,1.0,-22.5,1,0.00240776,0.529,0.48099416428571423,-0.1486967475,-8.058226728550057,16,19,9,3UTR,,0,0
hsa-miR-518b,NM_001271594,SESN3,....(((((((((((((.....&.))))))).)))))).,5091,5117,1.0,-19.6,1,0.001185483,0.632,2.6898404285714292,2.175643065,-9.546562468637928,13,16,7,3UTR,,0,0
hsa-miR-518b,NM_001271594,SESN3,((((((((....((.(((((((&))))))).))....)))))))).,8480,8503,1.0,-18.9,1,0.0167315,0.691,3.9917404999999997,2.7080210024999998,-13.143497918032947,17,23,8,3UTR,,0,0
hsa-miR-518b,NM_001271594,SESN3,......(((((((((((((((.&))))))))))).)))).,8987,9004,1.0,-18.9,0,0.002087786,0.618,0.76820735625,1.2270903937499997,-15.566558404643448,15,17,11,3UTR,,0,0
hsa-miR-518b,NM_001271609,STX10,..((((((((((((...(.(((&))).)...)).)))))))))).,894,916,1.0,-21.9,1,2.7474e-05,0.456,3.9516041199230774,3.3086483014750003,-5.925499359926538,16,22,10,3UTR,,0,0
hsa-miR-518b,NM_001271610,STX10,..((((((((((((...(.(((&))).)...)).)))))))))).,988,1010,1.0,-21.9,1,2.831997e-06,0.456,3.9516041199230774,3.3086483014750003,-5.925499359926538,16,22,10,3UTR,,0,0
hsa-miR-518b,NM_001271629,MEF2D,(((((.((((((((((......&))))))))).).))))).,2123,2141,1.0,-20.3,1,3.29903e-05,0.412,-0.03585398181818178,0.547469165,-5.838533207394711,15,18,9,3UTR,,0,0
hsa-miR-518b,NM_001271874,AAR2,...((((((((((.........&)))))))))).,1232,1243,1.0,-23.0,1,1.348668e-05,0.309,-0.1413224,2.0703583575,-8.339878751753394,10,11,10,3UTR,,0,0
hsa-miR-518b,NM_001271899,PPP2R2B,(((((((((.(((.(((((((.&.))))))).)))...))))))))).,1860,1911,1.0,-21.7,1,0.001114939,0.544,0.46449747777777783,0.7471446362500002,-6.03692083205025,19,25,9,3UTR,,0,0
hsa-miR-518b,NM_001271904,GSKIP,...((((((((((((((((((.&.))))).)))))))..)))))).,1057,1086,1.0,-24.1,1,0.000928448,0.618,0.12857867809523812,2.03929517475,-6.514540193678739,18,23,7,3UTR,,0,0
hsa-miR-518b,NM_001271905,GSKIP,...((((((((((((((((((.&.))))).)))))))..)))))).,536,565,1.0,-24.1,1,0.000928448,0.618,5.773850714285715,3.95375591175,-6.514540193678739,18,23,7,3UTR,,0,0
hsa-miR-518b,NM_001271906,GSKIP,...((((((((((((((((((.&.))))).)))))))..)))))).,468,497,1.0,-24.1,1,0.000928448,0.618,5.773850714285715,3.95375591175,-6.514540193678739,18,23,7,3UTR,,0,0
hsa-miR-518b,NM_001271927,KIF27,.......(((((((((((((((&))))))..................))))))))).,4238,4272,1.0,-21.1,0,5.658003e-08,0.618,3.4494461515151515,3.3004648249999997,-17.110244939514768,15,34,9,3UTR,,0,0
hsa-miR-518b,NM_001271928,KIF27,.......(((((((((((((((&))))))..................))))))))).,4145,4179,1.0,-21.1,0,5.658003e-08,0.618,3.25135539090909,2.546215336125,-17.110244939514768,15,34,9,3UTR,,0,0
hsa-miR-518b,NM_001271948,PPP2R2B,..((((((((.(((((((((((&))))))))))).........)))))))).,2972,3001,1.0,-22.2,1,0.0004155421,0.588,0.0,0.0,-7.7817751947826395,19,29,11,3UTR,,0,0
hsa-miR-518b,NM_001271948,PPP2R2B,(((((((((.(((.(((((((.&))))))).)))...))))))))).,2386,2410,1.0,-21.7,1,0.001114939,0.544,1.8761645555555555,0.9842937555000002,-6.03692083205025,19,24,9,3UTR,,0,0
hsa-miR-518b,NM_001271957,SLC39A1,((.(((.(((((((((((((((&)))))))))).))))).))).)).,2368,2392,1.0,-22.8,1,0.0001273059,0.544,-0.013061487499999996,-0.002952945000000033,-7.038800455379432,20,24,10,3UTR,,0,0
hsa-miR-518b,NM_001271958,SLC39A1,((.(((.(((((((((((((((&)))))))))).))))).))).)).,1932,1956,1.0,-22.8,1,0.0001273059,0.544,1.7649763125,0.7484797625000001,-7.038800455379432,20,24,10,3UTR,,0,0
hsa-miR-518b,NM_001271959,SLC39A1,((.(((.(((((((((((((((&)))))))))).))))).))).)).,2250,2274,1.0,-22.8,1,0.0001273059,0.544,-0.19276221249999997,-0.057986489999999946,-7.038800455379432,20,24,10,3UTR,,0,0
hsa-miR-518b,NM_001271960,SLC39A1,((.(((.(((((((((((((((&)))))))))).))))).))).)).,2097,2121,1.0,-22.8,1,0.0001273059,0.544,-0.052370612500000024,-0.17597678624999993,-7.038800455379432,20,24,10,3UTR,,0,0
hsa-miR-518b,NM_001272005,OTOP3,....((.(((((((((((((((&.)))))..)))))))))).)).,1874,1912,1.0,-29.5,1,0.0002911896,0.324,-0.10323623529411763,0.014219555000000009,-11.090249003509248,17,22,10,3UTR,,0,0
hsa-miR-518b,NM_001272013,ITPRIP,...((((((((((....(((((&)))))..)).)))))))).,5480,5499,1.0,-24.7,1,1.096989e-06,0.441,3.8802219000000004,2.29138409875,-8.339878751753394,15,19,8,3UTR,,0,0
hsa-miR-518b,NM_001272020,NRXN3,....((((((((((((((.(((&))).)))))).))))))..)).,7359,7381,1.0,-21.6,1,0.01608108,0.632,-0.07525653882352942,-0.06191550899999999,-9.546562468637928,17,22,6,3UTR,,0,0
hsa-miR-518b,NM_001272020,NRXN3,.((((((.(((((.((((((..&)))))).)))))....)))))).,2952,2975,1.0,-19.4,1,0.0005107001,0.529,1.07759965,1.16271310875,-6.963799684058155,17,23,6,3UTR,,0,0
hsa-miR-518b,NM_001276318,PPP1R3E,..((((((..((((((((((((&)))).))))))))...)))))).,2476,2499,1.0,-24.2,1,7.24859e-05,0.456,0.4751783846153846,0.05148415499999997,-7.255896845946231,18,23,8,3UTR,,0,0
hsa-miR-518b,NM_001276336,EIF4E2,...(((((((((((...(((.(&.).)))...))))))))))).,969,999,1.0,-22.1,1,1.502098e-05,0.515,2.070068054545455,1.22602827625,-7.483038834232987,15,21,11,3UTR,,0,0
hsa-miR-518b,NM_001276337,EIF4E2,...(((((((((((...(((.(&.).)))...))))))))))).,834,864,1.0,-22.1,1,1.502098e-05,0.515,2.070068054545455,1.22602827625,-7.483038834232987,15,21,11,3UTR,,0,0
hsa-miR-518b,NM_001276373,USF1,..((((((((((((........&))))))))..)))).,1526,1541,1.0,-19.5,1,3.801624e-05,0.515,4.051837571428571,3.3944944175,-5.925499359926538,12,15,8,3UTR,,0,0
hsa-miR-518b,NM_001276379,LZTFL1,...(((((((......((((((&)))))).....))))))).,1320,1339,1.0,-17.7,1,0.0005875542,0.5,-0.2821574857142857,-0.262626024375,-15.800587149426343,13,19,7,3UTR,,0,0
hsa-miR-518b,NM_001276453,KPNB1,.....(.((((((((((.....&)))))))))).).,3731,3744,1.0,-18.3,0,0.02337215,0.515,2.2978487999999997,2.46298534,-15.20928617832172,11,13,10,3UTR,,0,0
hsa-miR-518b,NM_001277075,ZNF541,..((((.(((((((((((((((&))))))))))..))))))))).,4611,4633,1.0,-24.9,1,8.709724e-05,0.456,0.3993055882352941,0.5969437449999999,-6.5006872542436085,19,22,10,3UTR,,0,0
hsa-miR-518b,NM_001277291,ZNF891,.(((.(((((((((((.(((((&))))))))))..)))))).))).,5095,5118,1.0,-20.4,1,0.006038588,0.574,0.0,0.0,-7.91236201216959,19,23,10,3UTR,,0,0
hsa-miR-518b,NM_001277308,GOLGA8O,.((((.((((((((..((((((&)))))).)))))))).)))).,2602,2623,1.0,-23.5,1,0.00177557,0.544,0.45202279999999995,-0.19711065249999998,-6.662782239104412,18,21,8,3UTR,,0,0
hsa-miR-518b,NM_001277731,AOC3,......((((((.(((((((..&))))))).)))))).,2646,2661,1.0,-20.7,0,0.0002774293,0.471,-0.4315487142857143,-0.2781426375,-16.85568901730969,13,15,7,3UTR,,0,0
hsa-miR-518b,NM_001277732,AOC3,......((((((.(((((((..&))))))).)))))).,1123,1138,1.0,-20.7,0,0.0002774293,0.471,-0.17980539999999998,-0.32586906,-16.85568901730969,13,15,7,3UTR,,0,0
hsa-miR-518b,NM_001277842,CCNT1,((.((((((((((((((((((.&))))))))....)))))..))))).)).,3102,3130,1.0,-22.0,1,0.0008808191,0.559,0.4116796825,0.43941591424999993,-5.495113920508112,20,28,8,3UTR,,0,0
hsa-miR-518b,NM_001278165,NBL1,...(((.((((((((((((...&.)))))))))).)).))).,924,952,1.0,-21.5,1,9.770935e-05,0.485,1.194683053846154,1.08665690625,-8.058226728550057,15,19,10,3UTR,,0,0
hsa-miR-518b,NM_001278166,NBL1,...(((.((((((((((((...&.)))))))))).)).))).,768,796,1.0,-21.5,1,9.770935e-05,0.485,1.194683053846154,1.08665690625,-8.058226728550057,15,19,10,3UTR,,0,0
hsa-miR-518b,NM_001278194,GANAB,....((((((((((..((((((&)))))).)))))).)))).,3418,3437,1.0,-27.9,1,2.441293e-05,0.485,2.5974985909090913,2.6056652125,-10.515061109192176,16,19,6,3UTR,,0,0
hsa-miR-518b,NM_001278211,LRRC20,......((((((((((((((((&.))))))))))))).))).,2960,2985,1.0,-26.3,0,1.616497e-06,0.441,0.8393932235294119,1.21588454875,-15.566558404643448,16,19,13,3UTR,,0,0
hsa-miR-518b,NM_001278212,LRRC20,......((((((((((((((((&.))))))))))))).))).,2905,2930,1.0,-26.3,0,1.616497e-06,0.441,2.8346210588235294,1.6903697287500001,-15.566558404643448,16,19,13,3UTR,,0,0
hsa-miR-518b,NM_001278213,LRRC20,......((((((((((((((((&.))))))))))))).))).,2742,2767,1.0,-26.3,0,1.616497e-06,0.441,2.430766594117647,2.20445189375,-15.566558404643448,16,19,13,3UTR,,0,0
hsa-miR-518b,NM_001278250,SLC25A45,((((((((((((((((((.(((&.)))..))))))...))))..)))))))).,1910,1967,1.0,-24.5,1,0.0006688585,0.426,3.7536270908695646,2.258830354625,-3.937574446201665,21,30,8,3UTR,,0,0
hsa-miR-518b,NM_001278260,CARHSP1,..((((((((((((..((((.(&).))))))))))))..)))).,1125,1146,1.0,-21.5,1,2.44449e-05,0.397,0.1355072714285714,-0.046444429999999995,-5.925499359926538,17,21,12,3UTR,,0,0
hsa-miR-518b,NM_001278261,CARHSP1,..((((((((((((..((((.(&).))))))))))))..)))).,1270,1291,1.0,-21.5,1,2.44449e-05,0.397,0.030401114285714268,0.0730984175,-5.925499359926538,17,21,12,3UTR,,0,0
hsa-miR-518b,NM_001278265,CARHSP1,..((((((((((((..((((.(&).))))))))))))..)))).,1063,1084,1.0,-21.5,1,2.44449e-05,0.397,-0.0038434000000000046,-0.11193932125,-5.925499359926538,17,21,12,3UTR,,0,0
hsa-miR-518b,NM_001278341,MCRS1,...(((.(((((((((((((((&))))))))))).)))..).))).,1465,1488,1.0,-23.7,1,0.001334538,0.441,4.287266944444444,3.34122661725,-8.058226728550057,18,23,11,3UTR,,0,0
hsa-miR-518b,NM_001278402,RAB3IP,(((..(((.((((((((((...&)))))))))).)))..))).,1752,1772,1.0,-20.8,1,0.268106,0.559,0.1876309,-0.008746252499999968,-12.14502355421909,16,20,10,3UTR,,0,0
hsa-miR-518b,NM_001278409,ANXA11,..((((((((((((((((((((&))))..)))).)))..))))))))).,4273,4299,1.0,-21.3,1,0.001536245,0.441,1.5027403,1.1031729162499997,-4.95700071937229,20,26,9,3UTR,,0,0
hsa-miR-518b,NM_001278497,ADORA2A,...((.(((((((..(((((((&)))))))...))))))))).,2299,2319,1.0,-25.1,1,3.460228e-05,0.338,-0.15187705714285715,-0.27217814625,-10.007788432642826,16,20,9,3UTR,,0,0
hsa-miR-518b,NM_001278498,ADORA2A,...((.(((((((..(((((((&)))))))...))))))))).,2193,2213,1.0,-25.1,1,3.460228e-05,0.338,-0.15187705714285715,-0.27217814625,-10.007788432642826,16,20,9,3UTR,,0,0
hsa-miR-518b,NM_001278524,ZNF518A,.((((.(((((((((((((((.&)))))))))..)).)))).)))).,5746,5770,1.0,-23.2,1,0.0001476267,0.559,0.5006952555555554,0.6248240150000001,-5.694283598550164,19,24,9,3UTR,,0,0
hsa-miR-518b,NM_001278525,ZNF518A,.((((.(((((((((((((((.&)))))))))..)).)))).)))).,5407,5431,1.0,-23.2,1,0.0001476267,0.559,0.5006952555555554,0.6248240150000001,-5.694283598550164,19,24,9,3UTR,,0,0
hsa-miR-518b,NM_001278542,DIXDC1,...((((((((((((.......&)))).)))))))).,942,956,1.0,-17.9,1,0.003154351,0.5,-0.20643724615384615,0.9909223600000001,-6.747589273982352,12,14,8,3UTR,,0,0
hsa-miR-518b,NM_001278580,ACVR2A,..(((((((((...((((((((&.))))..)))).))))))))).,1877,1923,1.0,-17.7,1,0.002177886,0.632,1.5492094388888888,2.2044057175,-10.449774559155296,17,22,9,3UTR,,0,1
hsa-miR-518b,NM_001278618,PTPN1,.(((((((((((((...((((.&)))))))..)))))))))).,3574,3594,1.0,-24.2,1,8.55839e-05,0.456,0.0,0.0,-4.761823477911366,17,20,10,3UTR,,0,0
hsa-miR-518b,NM_001278618,PTPN1,....(((((((((((((..(((&))).......))))))))))))).,3268,3292,1.0,-21.9,1,0.0002060415,0.397,1.9914122307692304,1.6929026887500003,-9.546562468637928,16,24,13,3UTR,,0,0
hsa-miR-518b,NM_001278651,RANGAP1,...(((((((((((((......&))))))))))))).,3438,3452,1.0,-22.1,1,0.003934475,0.412,1.9361563000000002,4.002631597500001,-6.514540193678739,13,14,13,3UTR,,0,0
hsa-miR-518b,NM_001278731,HARS2,(((((.(((((((.....((((&))))....)))))))))))).,2066,2087,1.0,-20.6,1,0.0002332952,0.471,0.7102746000000001,0.22470333999999997,-7.6638717654693655,16,21,12,3UTR,,0,0
hsa-miR-518b,NM_001278736,CCL5,.....(.(((((((((((((((&)))))))))))...)))).).,1173,1194,1.0,-24.6,0,3.255696e-06,0.426,0.9838608555555555,1.18028537875,-15.20928617832172,16,21,11,3UTR,,0,0
hsa-miR-518b,NM_001278742,TSPAN6,(((((.((.(((((..(((((.&)))))....)))))))))))).,1214,1236,1.0,-19.9,1,9.215895e-06,0.603,0.0,0.0,-7.863421506194722,17,22,12,3UTR,,0,0
hsa-miR-518b,NM_001278743,TSPAN6,(((((.((.(((((..(((((.&)))))....)))))))))))).,1238,1260,1.0,-19.9,1,9.215895e-06,0.603,0.0,0.0,-7.863421506194722,17,22,12,3UTR,,0,0
hsa-miR-518b,NM_001278794,NPY4R,..(((((((((((((((.....&))))))..))))))))).,1843,1861,1.0,-22.3,1,0.01231056,0.364,0.0,0.0,-4.95700071937229,15,18,9,3UTR,,0,0
hsa-miR-518b,NM_001278914,ELN,.....(((((((((((......&))))))))))).,2279,2291,1.0,-21.7,1,0.01959728,0.353,0.1992327890909091,0.585397673,-13.6655996434504,11,12,11,3UTR,,0,0
hsa-miR-518b,NM_001278917,ELN,.....(((((((((((......&))))))))))).,2321,2333,1.0,-21.7,1,0.01959728,0.353,0.1992327890909091,0.585397673,-13.6655996434504,11,12,11,3UTR,,0,0
hsa-miR-518b,NM_001278918,ELN,.....(((((((((((......&))))))))))).,2030,2042,1.0,-21.7,1,0.01959728,0.353,0.22252563636363637,0.3610640500000001,-13.6655996434504,11,12,11,3UTR,,0,0
hsa-miR-518b,NM_001279354,VPS45,((((((((((.((.........&)).)))).)))))).,1889,1904,1.0,-17.3,1,3.911444e-06,0.559,0.07360609999999998,-0.04834250625000001,-8.58768747968667,12,15,6,3UTR,,0,0
hsa-miR-518b,NM_001280547,PAX5,..((((((((((((((.(((((&)))))...))))))))))..........)))).,5934,5967,1.0,-22.0,1,0.03612743,0.426,0.052936883333333344,0.07782396499999997,-4.95700071937229,19,33,10,3UTR,,0,0
hsa-miR-518b,NM_001280549,PAX5,..((((((((((((((.(((((&)))))...))))))))))..........)))).,5804,5837,1.0,-22.0,1,0.03612743,0.426,0.009800091666666646,0.1086835975,-4.95700071937229,19,33,10,3UTR,,0,0
hsa-miR-518b,NM_001280552,PAX5,..((((((((((((((.(((((&)))))...))))))))))..........)))).,5847,5880,1.0,-22.0,1,0.03612743,0.426,0.023073258333333336,0.03203209000000003,-4.95700071937229,19,33,10,3UTR,,0,0
hsa-miR-518b,NM_001281473,MLPH,...(((((((((((.(((((((&)))))))..)).))))))))).,2709,2731,1.0,-25.0,1,3.278703e-06,0.485,-0.4900154000000001,-0.035456127500000004,-7.249989753929374,18,22,9,3UTR,,0,0
hsa-miR-518b,NM_001281474,MLPH,...(((((((((((.(((((((&)))))))..)).))))))))).,2822,2844,1.0,-25.0,1,3.278703e-06,0.485,-0.4900154000000001,-0.035456127500000004,-7.249989753929374,18,22,9,3UTR,,0,0
hsa-miR-518b,NM_001281723,BTD,.....(((((((((((...(((&)))....))))))))))).,7724,7743,1.0,-22.3,1,0.03738773,0.471,-0.11649205454545458,-0.021934387499999958,-13.6655996434504,14,19,11,3UTR,,0,0
hsa-miR-518b,NM_001281724,BTD,.....(((((((((((...(((&)))....))))))))))).,7643,7662,1.0,-22.3,1,0.03738773,0.471,-0.11649205454545458,-0.021934387499999958,-13.6655996434504,14,19,11,3UTR,,0,0
hsa-miR-518b,NM_001281726,BTD,.....(((((((((((...(((&)))....))))))))))).,9713,9732,1.0,-22.3,1,0.03738773,0.471,-0.11649205454545458,-0.021934387499999958,-13.6655996434504,14,19,11,3UTR,,0,0
hsa-miR-518b,NM_001281786,SHMT1,((((((.(((((((.((..((.&))..)).)).))))).)))))).,2060,2083,1.0,-21.6,1,3.641818e-05,0.559,4.56780425,4.302622837499998,-6.216710541323619,17,23,6,3UTR,,0,0
hsa-miR-518b,NM_001282098,YAP1,((((((((((((((((((((((&)))))))))))..............))).))).))))).,4700,4739,1.0,-22.3,1,0.001864606,0.647,0.7620438473684211,0.8462268700000001,-3.937574446201665,22,39,11,3UTR,,0,0
hsa-miR-518b,NM_001282099,YAP1,...(((((((((((....((((&))))))))))))))).,2967,2983,1.0,-24.8,1,2.39248e-07,0.5,0.1641797554545454,0.4626423043750001,-7.483038834232987,15,16,15,3UTR,,0,0
hsa-miR-518b,NM_001282099,YAP1,((((((((((((((((((((((&)))))))))))..............))).))).))))).,4748,4787,1.0,-22.3,1,0.001864606,0.647,0.6132863526315788,0.86790657,-3.937574446201665,22,39,11,3UTR,,0,0
hsa-miR-518b,NM_001282100,YAP1,...(((((((((((....((((&))))))))))))))).,3033,3049,1.0,-24.8,1,2.39248e-07,0.5,0.1641797554545454,0.4626423043750001,-7.483038834232987,15,16,15,3UTR,,0,0
hsa-miR-518b,NM_001282100,YAP1,((((((((((((((((((((((&)))))))))))..............))).))).))))).,4814,4853,1.0,-22.3,1,0.001864606,0.647,0.6132863526315788,0.86790657,-3.937574446201665,22,39,11,3UTR,,0,0
hsa-miR-518b,NM_001282101,YAP1,...(((((((((((....((((&))))))))))))))).,3081,3097,1.0,-24.8,1,2.39248e-07,0.5,0.1641797554545454,0.4626423043750001,-7.483038834232987,15,16,15,3UTR,,0,0
hsa-miR-518b,NM_001282101,YAP1,((((((((((((((((((((((&)))))))))))..............))).))).))))).,4862,4901,1.0,-22.3,1,0.001864606,0.647,0.6132863526315788,0.86790657,-3.937574446201665,22,39,11,3UTR,,0,0
hsa-miR-518b,NM_001282116,RFX3,....((.((((((((((((((.&.)))))))))))))).)).,6884,6920,1.0,-22.9,1,0.006453005,0.574,3.4221758571428573,3.6235848162500006,-11.090249003509248,16,19,14,3UTR,,0,0
hsa-miR-518b,NM_001282147,SOHLH2,...((((((((((((.......&)))))))..))))).,860,875,1.0,-19.3,1,8.66713e-05,0.471,-0.02161661285714284,0.10438176175,-6.747589273982352,12,15,7,3UTR,,0,0
hsa-miR-518b,NM_001282279,PYCR1,...((((((((((....(((((&.)))))...))).))))))).,1532,1566,1.0,-23.3,1,3.146341e-08,0.426,3.0204977545454543,2.88467749375,-8.339878751753394,15,21,7,3UTR,,0,0
hsa-miR-518b,NM_001282280,PYCR1,...((((((((((....(((((&.)))))...))).))))))).,1625,1659,1.0,-23.3,1,3.146341e-08,0.426,3.131772936363637,2.932783865,-8.339878751753394,15,21,7,3UTR,,0,0
hsa-miR-518b,NM_001282281,PYCR1,...((((((((((....(((((&.)))))...))).))))))).,1707,1741,1.0,-23.3,1,3.146341e-08,0.426,3.0087227272727275,2.8292962324999995,-8.339878751753394,15,21,7,3UTR,,0,0
hsa-miR-518b,NM_001282291,ABCB8,....((..((((((((.(((((&))))).))))))))..)).,3278,3297,1.0,-23.2,0,0.0110818,0.368,0.0838955125,-0.42886550112499994,-13.403883932689878,15,19,8,3UTR,,0,0
hsa-miR-518b,NM_001282292,ABCB8,....((..((((((((.(((((&))))).))))))))..)).,3152,3171,1.0,-23.2,0,0.0110818,0.368,0.0838955125,-0.42886550112499994,-13.403883932689878,15,19,8,3UTR,,0,0
hsa-miR-518b,NM_001282326,SMG6,..((((.((((((....(((((&.)))))...)))))))))).,3777,3808,1.0,-24.0,1,6.808875e-06,0.471,1.9765875,1.02714541,-8.326025812318264,15,20,10,3UTR,,0,0
hsa-miR-518b,NM_001282327,PES1,((((..(((((((((.......&.))))))))).)))).,2609,2661,1.0,-19.0,1,0.03092614,0.529,-0.4538236666666666,-0.29320059374999996,-10.190619462510798,13,16,9,3UTR,,0,0
hsa-miR-518b,NM_001282328,PES1,((((..(((((((((.......&.))))))))).)))).,2656,2708,1.0,-19.0,1,0.03092614,0.529,-0.4538236666666666,-0.29320059374999996,-10.190619462510798,13,16,9,3UTR,,0,0
hsa-miR-518b,NM_001282380,ARPIN,...(((.((((((..(((.((.&.))..)))..))))))))).,6986,7015,1.0,-20.5,1,9.871346e-05,0.441,0.0,0.0,-9.650516206321099,14,20,9,3UTR,,0,0
hsa-miR-518b,NM_001282396,HPCAL4,.(((((((((((((((((.((.&.)).))))....))))))))..))))).,1037,1090,1.0,-19.9,1,0.02159696,0.456,1.0068416391304347,0.46971840750000005,-3.793324837357118,19,28,8,3UTR,,0,0
hsa-miR-518b,NM_001282397,HPCAL4,.(((((((((((((((((.((.&.)).))))....))))))))..))))).,715,768,1.0,-19.9,1,0.02159696,0.456,0.2465625086956522,0.3437869862499999,-3.793324837357118,19,28,8,3UTR,,0,0
hsa-miR-518b,NM_001282463,C14orf132,((((.(((((((((((.((...&))..))))))))))).)))).,1307,1328,1.0,-21.1,1,0.001481338,0.485,-0.7807968727272727,-0.7646267924999999,-8.056611621014136,17,21,11,3UTR,,0,0
hsa-miR-518b,NM_001282478,PRR23D2,...((..(((((((((...(((&))).....)))))))))..)).,1178,1200,1.0,-18.1,1,0.0003123205,0.485,0.0,0.0,-9.959185489743104,14,22,9,3UTR,,0,0
hsa-miR-518b,NM_001282479,PRR23D1,...((..(((((((((...(((&))).....)))))))))..)).,1179,1201,1.0,-18.1,1,0.0003123205,0.485,0.0,0.0,-9.959185489743104,14,22,9,3UTR,,0,0
hsa-miR-518b,NM_001282537,FAM243A,(((((((((.((((((((.(((&.))).)))))).....))...))))))))).,879,923,1.0,-20.7,1,0.0007807594,0.632,0.5309212888888888,1.1810272474999999,-5.180080914529843,20,31,9,3UTR,,0,0
hsa-miR-518b,NM_001282544,CCDC182,....((.(((((((((((((((&)).)))))))))..)))))).,672,693,1.0,-19.2,1,0.001076649,0.529,1.1808744388888888,1.3126122475000002,-11.090249003509248,17,21,9,3UTR,,0,0
hsa-miR-518b,NM_001282545,BARD1,..((((.((((((.........&.)))))).)))).,2103,2143,1.0,-20.6,1,0.0003349855,0.588,-0.15543633333333337,0.22389455624999993,-8.326025812318264,10,13,6,3UTR,,0,0
hsa-miR-518b,NM_001282587,H6PD,..((((((((((..(((((((.&))))))).........)))))))))).,7745,7772,1.0,-25.5,1,2.298629e-07,0.441,-0.7574641100000001,-0.3962202237499999,-7.102971249558938,17,27,10,3UTR,,0,0
hsa-miR-518b,NM_001282626,LMNA,.((((((((((((((((((((.&))))))......)))))....))))))))).,2359,2390,1.0,-23.2,1,0.00125949,0.485,0.81431991,0.66951167375,-3.793324837357118,20,31,9,3UTR,,0,0
hsa-miR-518b,NM_001282648,SLC35A2,.....(((.(((((((((((((&))))))))))))).))).,739,757,1.0,-25.0,1,0.0001254811,0.441,0.2879582307692307,0.48883724212499996,-14.721989301696164,16,18,13,3UTR,,0,0
hsa-miR-518b,NM_001282649,SLC35A2,.....(((.(((((((((((((&))))))))))))).))).,1147,1165,1.0,-25.0,1,0.0001254811,0.441,1.0406656923076925,0.517887079625,-14.721989301696164,16,18,13,3UTR,,0,0
hsa-miR-518b,NM_001282650,SLC35A2,.....(((.(((((((((((((&))))))))))))).))).,1369,1387,1.0,-25.0,1,0.0001254811,0.441,0.21268660846153847,0.21668608987500002,-14.721989301696164,16,18,13,3UTR,,0,0
hsa-miR-518b,NM_001282651,SLC35A2,.....(((.(((((((((((((&))))))))))))).))).,1414,1432,1.0,-25.0,1,0.0001254811,0.441,1.0312564615384616,0.18152033299999995,-14.721989301696164,16,18,13,3UTR,,0,0
hsa-miR-518b,NM_001282660,MRTFA,.....(((((((((((((((((&))))))))))))))))).,3606,3624,1.0,-24.6,1,0.0001186851,0.515,3.6228128235294115,4.725448716499999,-13.6655996434504,17,18,17,3UTR,,0,0
hsa-miR-518b,NM_001282700,FAM107B,....(((((.(((((((..(((&)))...))))))).))))).,786,806,1.0,-20.1,1,0.0001094373,0.485,-0.23160640000000002,0.14445223087500003,-10.789068936966107,15,20,7,3UTR,,0,0
hsa-miR-518b,NM_001282727,SLC25A17,......((((((((((......&.)))))))))).,1603,1641,1.0,-20.0,0,0.04857437,0.618,3.5856754000000004,4.640183983749999,-15.566558404643448,10,12,10,3UTR,,0,0
hsa-miR-518b,NM_001282736,PLXDC2,((..((.(((((((((((((((&))))))............))))))))).))..)).,10239,10274,1.0,-23.8,1,0.0001423662,0.338,-0.6759762292592592,0.5302257651250001,-10.070822730338621,19,35,9,3UTR,,0,0
hsa-miR-518b,NM_001282763,CDV3,.(((((((((((..........&))))))))))).,2262,2274,1.0,-18.6,1,0.000459279,0.588,0.5162816581818181,0.7558070345000001,-6.907794008098015,11,12,11,3UTR,,0,0
hsa-miR-518b,NM_001282764,CDV3,.(((((((((((..........&))))))))))).,2010,2022,1.0,-18.6,1,0.000459279,0.588,0.5162816581818181,0.7558070345000001,-6.907794008098015,11,12,11,3UTR,,0,0
