Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:Cadherin 1	7	1.6587677725118484	0.008687502796043588	PCDHGA8, FAT2, CDHR5, DSG3, CDH16, CDH17, CDH18	309	115	20063	3.952187983678064	0.9998782327704849	0.33587349736297095	0.3319755457494742
UP_SEQ_FEATURE	domain:Cadherin 2	7	1.6587677725118484	0.008687502796043588	PCDHGA8, FAT2, CDHR5, DSG3, CDH16, CDH17, CDH18	309	115	20063	3.952187983678064	0.9998782327704849	0.33587349736297095	0.3319755457494742
GOTERM_BP_DIRECT	GO:0017144~drug metabolic process	4	0.9478672985781991	0.008859336420736504	CYP2C9, CBR1, CYP2A6, CYP2B6	269	27	16792	9.247969158749829	0.9999844293715974	0.6249590458618935	0.6214423952822848
REACTOME_PATHWAY	R-HSA-264876:R-HSA-264876	4	0.9478672985781991	0.009030798704472277	PCSK2, PCSK1, SLC30A8, CPN1	153	26	9075	9.125188536953242	0.9120730312938358	0.27657380837671425	0.27450982473211194
REACTOME_PATHWAY	R-HSA-975298:R-HSA-975298	4	0.9478672985781991	0.009030798704472277	GABRR1, GLRA3, HTR3B, GABRG3	153	26	9075	9.125188536953242	0.9120730312938358	0.27657380837671425	0.27450982473211194
UP_KEYWORDS	Keratin	8	1.8957345971563981	0.009201571648709665	KRT81, KRT17, KRT13, KRT23, KRT20, KRT75, KRT6B, KRT83	315	153	20581	3.4162879966801536	0.9302138889967153	0.08281414483838698	0.07447522053174385
REACTOME_PATHWAY	R-HSA-159763:R-HSA-159763	3	0.7109004739336493	0.009287926400710553	F7, PROC, F2	153	9	9075	19.77124183006536	0.9179803102314492	0.27657380837671425	0.27450982473211194
GOTERM_BP_DIRECT	GO:0042472~inner ear morphogenesis	5	1.1848341232227488	0.009425159498573317	COL2A1, FGF9, ZIC1, CHRNA9, ATP6V1B1	269	52	16792	6.002287675150129	0.9999923476869502	0.6249590458618935	0.6214423952822848
UP_SEQ_FEATURE	repeat:13	6	1.4218009478672986	0.009499210728745638	PRB4, MUC2, MUC17, PRG4, CEL, MUC3A	309	84	20063	4.637771613499768	0.9999477561475598	0.33587349736297095	0.3319755457494742
GOTERM_BP_DIRECT	GO:0006814~sodium ion transport	6	1.4218009478672986	0.009545194430366541	SLC13A2, SLC5A8, SLC5A11, SLC5A12, SLC38A8, SLC13A5	269	81	16792	4.6239845793749135	0.999993418553304	0.6249590458618935	0.6214423952822848
UP_KEYWORDS	Digestion	3	0.7109004739336493	0.009630170261311079	PRSS1, PGC, PRSS2	315	10	20581	19.600952380952382	0.9383899321756802	0.08404512228053304	0.07558224538422938
UP_SEQ_FEATURE	domain:VWFD 1	3	0.7109004739336493	0.009744879033741903	MUC2, MUC5AC, MUC6	309	10	20063	19.478640776699027	0.9999595655839292	0.33587349736297095	0.3319755457494742
UP_SEQ_FEATURE	domain:VWFD 3	3	0.7109004739336493	0.009744879033741903	MUC2, MUC5AC, MUC6	309	10	20063	19.478640776699027	0.9999595655839292	0.33587349736297095	0.3319755457494742
UP_SEQ_FEATURE	domain:VWFD 2	3	0.7109004739336493	0.009744879033741903	MUC2, MUC5AC, MUC6	309	10	20063	19.478640776699027	0.9999595655839292	0.33587349736297095	0.3319755457494742
UP_SEQ_FEATURE	repeat:12	6	1.4218009478672986	0.010455531409540957	PRB4, MUC2, MUC17, PRG4, CEL, MUC3A	309	86	20063	4.529916459697448	0.999980738907741	0.3487425637892048	0.3446952613080922
UP_KEYWORDS	EGF-like domain	10	2.3696682464454977	0.01113794135300661	ADAM2, F7, PROC, GP2, FAT2, MUC3A, C8A, CNTNAP5, UMODL1, DLL3	315	238	20581	2.7452314259036945	0.9602730154017738	0.09434491499017364	0.08484490618907976
REACTOME_PATHWAY	R-HSA-159782:R-HSA-159782	3	0.7109004739336493	0.011483130726530198	F7, PROC, F2	153	10	9075	17.794117647058826	0.9547378902263732	0.2797708213372812	0.277682979387003
REACTOME_PATHWAY	R-HSA-159740:R-HSA-159740	3	0.7109004739336493	0.011483130726530198	F7, PROC, F2	153	10	9075	17.794117647058826	0.9547378902263732	0.2797708213372812	0.277682979387003
GOTERM_BP_DIRECT	GO:0017187~peptidyl-glutamic acid carboxylation	3	0.7109004739336493	0.012692410649584165	F7, PROC, F2	269	11	16792	17.024670496789458	0.9999998744318741	0.7211330084648593	0.7170751860699607
GOTERM_BP_DIRECT	GO:0010951~negative regulation of endopeptidase activity	7	1.6587677725118484	0.013069176061947038	SPINK4, AMBP, ITIH6, A2ML1, PI3, WFDC5, KNG1	269	121	16792	3.611293741743218	0.9999999218963874	0.7211330084648593	0.7170751860699607
GOTERM_BP_DIRECT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	8	1.8957345971563981	0.013555803483075148	RET, PCDHGA8, FAT2, CDHR5, DSG3, CDH16, CDH17, CDH18	269	158	16792	3.160698320079055	0.9999999577119666	0.7211330084648593	0.7170751860699607
REACTOME_PATHWAY	R-HSA-211999:R-HSA-211999	3	0.7109004739336493	0.013881886204083723	CYP2C9, CYP2A6, CYP2B6	153	11	9075	16.176470588235293	0.9763976667140862	0.31002879189120314	0.30771514419052254
UP_SEQ_FEATURE	domain:Fibrinogen C-terminal	4	0.9478672985781991	0.013911342395177937	FGB, FGA, ANGPTL3, CNTNAP5	309	33	20063	7.870157889575366	0.9999994809727147	0.4495102511441871	0.44429349774599536
GOTERM_BP_DIRECT	GO:0051480~regulation of cytosolic calcium ion concentration	4	0.9478672985781991	0.014171802169275133	CALCA, CALB1, F2, CNGB1	269	32	16792	7.802973977695167	0.9999999805581389	0.7211330084648593	0.7170751860699607
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	8	1.8957345971563981	0.014694558027039263	IL11, FGF9, MIA, ANGPTL3, TFF1, F2, INHA, AMH	268	162	16881	3.1105583195135433	0.9983549023829936	0.3534857569837779	0.34450574930058714
GOTERM_BP_DIRECT	GO:0006508~proteolysis	16	3.7914691943127963	0.01470941173326641	PCSK2, PCSK1, PRSS1, CPB1, KLK13, KLK14, F2, PGC, KLK12, TMPRSS15, ADAM2, CASP14, PROC, CAPNS2, CLCA2, PRSS2	269	500	16792	1.9975613382899626	0.9999999901364807	0.7211330084648593	0.7170751860699607
GOTERM_CC_DIRECT	GO:0034774~secretory granule lumen	3	0.7109004739336493	0.014893485858357928	PCSK2, PCSK1, TF	290	12	18224	15.710344827586207	0.966834669015787	0.24443809651460394	0.23474671823869453
GOTERM_BP_DIRECT	GO:0006590~thyroid hormone generation	3	0.7109004739336493	0.015071911752480982	DIO1, CGA, SLC5A5	269	12	16792	15.605947955390334	0.9999999937593986	0.7211330084648593	0.7170751860699607
GOTERM_BP_DIRECT	GO:0030277~maintenance of gastrointestinal epithelium	3	0.7109004739336493	0.015071911752480982	MUC2, TFF1, MUC6	269	12	16792	15.605947955390334	0.9999999937593986	0.7211330084648593	0.7170751860699607
GOTERM_CC_DIRECT	GO:0005903~brush border	5	1.1848341232227488	0.0150754773180813	SLC15A1, USH1C, CDHR5, ANKS4B, TMPRSS15	290	60	18224	5.236781609195402	0.9681968747120524	0.24443809651460394	0.23474671823869453
UP_KEYWORDS	Heme	7	1.6587677725118484	0.015891479127037717	CYP2C9, HPX, CYP2A6, CYP2B6, CYP4F3, CYP3A5, CYP2C18	315	132	20581	3.464814814814815	0.9900829674487167	0.13076417110248179	0.11759694554007911
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	10	2.3696682464454977	0.01673377212941176	SLC13A2, AZGP1, SLC5A8, SLC14A2, ABCC2, SLC5A11, SLC5A12, SLC13A5, SLC6A2, SLC8A2	269	244	16792	2.558352123834481	0.999999999236381	0.7709930566291937	0.7666546712623091
UP_SEQ_FEATURE	domain:MAGE	4	0.9478672985781991	0.017603736917095932	MAGEA12, MAGEC1, MAGEC2, MAGEA10	309	36	20063	7.214311398777419	0.999999989231308	0.5421155605785822	0.5358240840534922
GOTERM_BP_DIRECT	GO:0006641~triglyceride metabolic process	4	0.9478672985781991	0.01805945877586512	G6PC, MTTP, APOC3, CEL	269	35	16792	7.1341476367498675	0.9999999998574466	0.8023559541848646	0.7978410894908984
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme axial ligand)	6	1.4218009478672986	0.01830896997031512	CYP2C9, CYP2A6, CYP2B6, CYP4F3, CYP3A5, CYP2C18	309	99	20063	3.935078944787682	0.9999999948714818	0.5421155605785822	0.5358240840534922
UP_SEQ_FEATURE	binding site:Substrate	11	2.6066350710900474	0.018350139864845627	CBR1, F7, DDC, G6PC, GDA, AKR7L, AKR1C4, ALDOB, PCK1, MTMR7, ACMSD	309	301	20063	2.3728133836510445	0.9999999950889185	0.5421155605785822	0.5358240840534922
GOTERM_BP_DIRECT	GO:0042632~cholesterol homeostasis	5	1.1848341232227488	0.0190841851268827	G6PC, MTTP, ANGPTL3, APOC3, APOB	269	64	16792	4.87685873605948	0.9999999999611062	0.8186457344083474	0.8140392069639275
GOTERM_CC_DIRECT	GO:0045211~postsynaptic membrane	9	2.132701421800948	0.01960667551421575	GABRP, GABRR1, GLRA3, KCNC2, GRIK5, NEURL1, CHRNA9, HTR3B, GABRG3	290	211	18224	2.6804379800621017	0.9888344936698964	0.2967143561151317	0.28495035080660225
UP_KEYWORDS	Postsynaptic cell membrane	8	1.8957345971563981	0.02047906407078216	GABRP, GABRR1, GLRA3, KCNC2, GRIK5, NEURL1, CHRNA9, GABRG3	315	179	20581	2.9200673938104105	0.9974180240616217	0.1594473564864529	0.14339189350691423
UP_KEYWORDS	Protease	16	3.7914691943127963	0.02048455621527346	PCSK2, PCSK1, PRSS1, CPB1, KLK13, KLK14, F2, PGC, KLK12, TMPRSS15, CPN1, F7, CASP14, PROC, CLCA2, PRSS2	315	544	20581	1.9216619981325864	0.9974221901024596	0.1594473564864529	0.14339189350691423
GOTERM_BP_DIRECT	GO:0007588~excretion	4	0.9478672985781991	0.020947808393956012	AQP6, GUCA2B, KCNJ1, ATP6V1B1	269	37	16792	6.7485180347633875	0.9999999999963485	0.868635788069376	0.8637479661107862
GOTERM_CC_DIRECT	GO:0045095~keratin filament	6	1.4218009478672986	0.02152604665780398	CASP14, KRT81, KRT13, KRT75, KRT6B, KRT83	290	100	18224	3.7704827586206897	0.992843772359831	0.305400786957594	0.29329238571257926
UP_SEQ_FEATURE	domain:Gla	3	0.7109004739336493	0.021619197588659142	F7, PROC, F2	309	15	20063	12.985760517799353	0.9999999998434389	0.6209513974075986	0.613744998211379
GOTERM_MF_DIRECT	GO:0020037~heme binding	7	1.6587677725118484	0.02183358549556963	CYP2C9, CYP2A6, CYP2B6, AMBP, CYP4F3, CYP3A5, CYP2C18	268	137	16881	3.218406144460181	0.9999294138449375	0.4946829691387009	0.48211596530376866
REACTOME_PATHWAY	R-HSA-114608:R-HSA-114608	7	1.6587677725118484	0.021847216145349044	FGB, FGA, TF, ORM1, ALB, ORM2, KNG1	153	130	9075	3.1938159879336347	0.9973146905800198	0.4503887636118111	0.44702765343560347
GOTERM_MF_DIRECT	GO:0016712~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	3	0.7109004739336493	0.022849097881695195	CYP2A6, CYP2B6, CYP3A5	268	15	16881	12.59776119402985	0.9999549817141611	0.4946829691387009	0.48211596530376866
GOTERM_BP_DIRECT	GO:0042593~glucose homeostasis	6	1.4218009478672986	0.02288246957616823	TFAP2B, SLC30A8, G6PC, RFX6, NR1H4, PCK1	269	101	16792	3.708344068607604	0.9999999999996882	0.9182513597662348	0.9130843505071001
GOTERM_BP_DIRECT	GO:0006953~acute-phase response	4	0.9478672985781991	0.02407442698911761	ORM1, LBP, F2, ORM2	269	39	16792	6.402440186826803	0.9999999999999317	0.9358933492019471	0.9306270682980776
UP_SEQ_FEATURE	domain:SEA	3	0.7109004739336493	0.024460530410035045	MUC17, MUC3A, TMPRSS15	309	16	20063	12.174150485436893	0.9999999999922389	0.6835726606480065	0.6756395156501572
UP_KEYWORDS	Chloride	5	1.1848341232227488	0.02542817771584526	GABRP, GABRR1, GLRA3, CLCA2, GABRG3	315	73	20581	4.475103283322461	0.9993996715219596	0.1927188205832483	0.17331310601062955
GOTERM_BP_DIRECT	GO:0009566~fertilization	4	0.9478672985781991	0.025727084033710615	INSL6, NLRP5, KLK14, APOB	269	40	16792	6.242379182156133	0.9999999999999917	0.9413086040569413	0.9360118514617656
GOTERM_BP_DIRECT	GO:0001895~retina homeostasis	4	0.9478672985781991	0.025727084033710615	AZGP1, TF, ALB, CNGB1	269	40	16792	6.242379182156133	0.9999999999999917	0.9413086040569413	0.9360118514617656
UP_SEQ_FEATURE	transmembrane region	94	22.274881516587676	0.0261307701047892	RET, KLB, UGT1A10, KCNC2, GRIK5, AQP6, HTR2C, FMR1NB, CLDN2, SLC6A2, SLC8A2, GABRR1, UPK1B, GRM4, KCNT1, DUOXA2, SLC39A5, CNGA3, UGT2A1, IFITM5, SUN3, PCDHGA8, EPHA5, SLC13A2, SLC15A1, SLC30A8, ABCC2, G6PC, SLC30A2, DIO1, UGT2B15, SHISA3, HTR3B, GABRG3, MUC3A, PRLR, ADAM2, SLC9A4, SLC5A8, SLC7A9, CLDN8, ADGRB1, UGT2B4, CDHR5, DSG3, CDH16, CDH17, CNTNAP5, UGT2B7, CDH18, CNGB1, KHDC1L, TMEM59L, SLC5A11, CHRNA9, TMEM72, GDPD2, SLC5A12, SLC3A1, SLC5A5, DLL3, CRHR2, NKAIN2, GJC3, GLRA3, SLITRK2, SLITRK1, HAS1, CLCA2, OR51B5, SPTSSB, UGT3A1, TAS1R1, SLC38A8, SLC13A5, KCNJ1, B4GALNT2, NTSR1, UGT1A6, GABRP, LRRC26, SLC14A2, MUC17, CYP4F3, COX7B2, FER1L6, TMPRSS15, CLEC2A, FXYD4, A4GNT, FAT2, GALNTL6, SLC28A2, UMODL1	309	5056	20063	1.2071415038302404	0.9999999999986782	0.7110320075882114	0.7027801854498569
GOTERM_BP_DIRECT	GO:0048265~response to pain	3	0.7109004739336493	0.02947610475959718	RET, CALCA, SLC6A2	269	17	16792	11.01596326262847	0.9999999999999999	1.0	0.995172968624296
UP_SEQ_FEATURE	propeptide:Activation peptide	5	1.1848341232227488	0.029506461479415706	PRSS1, CPB1, KLK14, PGC, PRSS2	309	76	20063	4.271631749276103	0.9999999999999634	0.7326578979095084	0.7241550983206165
UP_KEYWORDS	Cystinuria	2	0.47393364928909953	0.03028154086830402	SLC7A9, SLC3A1	315	2	20581	65.33650793650794	0.9998574553686205	0.2193083011416138	0.19722517359610406
UP_KEYWORDS	Cell junction	18	4.265402843601896	0.03045948626966858	GABRP, KCNC2, GRIK5, CHRNA9, CLDN2, GABRG3, TRIM9, RIMS1, GABRR1, BAIAP2L2, GJC3, GLRA3, CLDN8, NEURL1, CLCA2, FAT2, DSG3, HAP1	315	675	20581	1.742306878306878	0.999864793709378	0.2193083011416138	0.19722517359610406
UP_SEQ_FEATURE	repeat:57	2	0.47393364928909953	0.030468365193528878	MUC17, PRG4	309	2	20063	64.92880258899677	0.9999999999999869	0.7326578979095084	0.7241550983206165
UP_SEQ_FEATURE	region of interest:Approximate repeats	2	0.47393364928909953	0.030468365193528878	MUC2, MUC6	309	2	20063	64.92880258899677	0.9999999999999869	0.7326578979095084	0.7241550983206165
UP_SEQ_FEATURE	repeat:58	2	0.47393364928909953	0.030468365193528878	MUC17, PRG4	309	2	20063	64.92880258899677	0.9999999999999869	0.7326578979095084	0.7241550983206165
UP_SEQ_FEATURE	domain:Vitellogenin	2	0.47393364928909953	0.030468365193528878	MTTP, APOB	309	2	20063	64.92880258899677	0.9999999999999869	0.7326578979095084	0.7241550983206165
GOTERM_MF_DIRECT	GO:0005427~proton-dependent oligopeptide secondary active transmembrane transporter activity	2	0.47393364928909953	0.03138395447958942	SLC15A1, CDH17	268	2	16881	62.98880597014925	0.9999989915175093	0.6471072518886771	0.6306680376374636
GOTERM_CC_DIRECT	GO:0070701~mucus layer	2	0.47393364928909953	0.03146579154873129	MUC2, MUC5AC	290	2	18224	62.84137931034483	0.9992951496044395	0.4201608636212943	0.403502503389613
GOTERM_BP_DIRECT	GO:0061104~adrenal chromaffin cell differentiation	2	0.47393364928909953	0.03166617623348427	INSM1, ASCL1	269	2	16792	62.42379182156134	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:1904106~protein localization to microvillus	2	0.47393364928909953	0.03166617623348427	USH1C, ANKS4B	269	2	16792	62.42379182156134	1.0	1.0	0.995172968624296
OMIM_DISEASE	167800~Pancreatitis, hereditary	2	0.47393364928909953	0.031813758354826215	PRSS1, SPINK1	77	2	4740	61.55844155844156	0.9840507570160955	1.0	1.0
OMIM_DISEASE	220100~Cystinuria	2	0.47393364928909953	0.031813758354826215	SLC7A9, SLC3A1	77	2	4740	61.55844155844156	0.9840507570160955	1.0	1.0
UP_KEYWORDS	Cell adhesion	14	3.3175355450236967	0.03298479771900664	PCDHGA8, RET, MYBPC1, OLFM4, ADAM2, ADGRB1, ANGPTL3, CLCA2, FAT2, DSG3, CDH16, CDH17, CNTNAP5, CDH18	315	479	20581	1.9096265367664116	0.9999362043799905	0.2293268787320068	0.2062349360819089
UP_KEYWORDS	Acute phase	3	0.7109004739336493	0.03344350314841766	ORM1, F2, ORM2	315	19	20581	10.316290726817044	0.9999443524084727	0.2293268787320068	0.2062349360819089
UP_SEQ_FEATURE	domain:EGF-like	5	1.1848341232227488	0.034707313124620984	ADAM2, MUC17, GP2, MUC3A, C8A	309	80	20063	4.0580501618122975	0.9999999999999999	0.8156218584285931	0.8061562275764237
UP_KEYWORDS	Pharmaceutical	4	0.9478672985781991	0.03482802925225927	IL11, F7, CGB5, F2	315	47	20581	5.5605538669368455	0.9999631740508587	0.23326680057327143	0.20977812968221282
REACTOME_PATHWAY	R-HSA-975634:R-HSA-975634	4	0.9478672985781991	0.03490057918788933	TTR, APOC3, AKR1C4, APOB	153	43	9075	5.517555859553124	0.9999266650945141	0.6680968015967386	0.6631110045698972
GOTERM_MF_DIRECT	GO:0005506~iron ion binding	7	1.6587677725118484	0.034916652373035456	CYP2C9, CYP2A6, CYP2B6, PAH, CYP4F3, CYP3A5, CYP2C18	268	153	16881	2.8818407960199	0.9999997927149765	0.6722077860506297	0.6551309138876809
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	14	3.3175355450236967	0.03498905711119324	PIWIL3, BEX1, BNC1, ONECUT3, USH1C, CEL, CPLX2, BOLL, ZIC1, SOHLH2, CDHR5, TFF1, ANKS4B, INHA	269	462	16792	1.8916300551988285	1.0	1.0	0.995172968624296
GOTERM_MF_DIRECT	GO:0004890~GABA-A receptor activity	3	0.7109004739336493	0.035706187249802505	GABRP, GABRR1, GABRG3	268	19	16881	9.945600942655146	0.9999998545674499	0.6722077860506297	0.6551309138876809
UP_KEYWORDS	Transmembrane	102	24.170616113744074	0.03587556514928611	KLB, UGT1A10, AQP6, CLDN2, SLC8A2, DUOXA2, SLC39A5, FAM3D, IFITM5, EPHA5, SLC15A1, SLC30A8, G6PC, SLC30A2, DIO1, UGT2B15, SHISA3, GABRG3, MUC3A, PRLR, ADAM2, SLC9A4, SLC5A8, MYCN, CLDN8, ADGRB1, TMEM59L, CHRNA9, CRHR2, SLC5A5, ACMSD, NKAIN2, GJC3, CLCA2, OR51B5, UGT3A1, SLC38A8, B4GALNT2, NTSR1, SLC14A2, MUC17, CYP4F3, GP2, FER1L6, COX7B2, TMPRSS15, FXYD4, FAT2, GALNTL6, RET, KCNC2, GRIK5, HTR2C, FMR1NB, SLC6A2, C8A, GABRR1, UPK1B, GRM4, KCNT1, CNGA3, UGT2A1, SUN3, PCDHGA8, SLC13A2, ABCC2, HTR3B, CYP2A6, CEACAM7, SLC7A9, UGT2B4, CDHR5, DSG3, CDH16, CDH17, CNTNAP5, UGT2B7, CDH18, CNGB1, SLC5A11, TMEM72, GDPD2, SLC3A1, SLC5A12, ASB11, CYP3A5, DLL3, GLRA3, SLITRK2, SLITRK1, HAS1, SPTSSB, TAS1R1, SLC13A5, KCNJ1, UGT1A6, GABRP, LRRC26, CLEC2A, A4GNT, SLC28A2, UMODL1	315	5651	20581	1.1793176091884288	0.9999730642010762	0.23482188097714546	0.21117662212875235
UP_SEQ_FEATURE	calcium-binding region:4	3	0.7109004739336493	0.03720771393832273	CALB1, CALML5, CALML3	309	20	20063	9.739320388349514	1.0	0.8549505824939044	0.8450285254436851
GOTERM_MF_DIRECT	GO:0005319~lipid transporter activity	3	0.7109004739336493	0.039267482041536746	MTTP, APOF, APOB	268	20	16881	9.448320895522388	0.9999999706992726	0.7084508218327255	0.6904532258970211
GOTERM_BP_DIRECT	GO:0007399~nervous system development	10	2.3696682464454977	0.040995840572074435	PCSK2, BEX1, GDA, FABP7, NEURL1, SOX14, GFRA1, APOB, INHA, CPLX2	269	287	16792	2.175045011204228	1.0	1.0	0.995172968624296
GOTERM_CC_DIRECT	GO:0030425~dendrite	11	2.6066350710900474	0.04176545906496027	PCSK2, RET, EPHA5, TRIM9, GLRA3, CALB1, KCNC2, GRIK5, HTR2C, CNGA3, CPLX2	290	335	18224	2.063448275862069	0.9999377551397164	0.48553756845125096	0.46628718027476956
UP_KEYWORDS	Chloride channel	4	0.9478672985781991	0.0428048767342801	GABRP, GABRR1, GLRA3, GABRG3	315	51	20581	5.12443199502023	0.9999966260591754	0.2687132009639368	0.24165527447798482
UP_KEYWORDS	Transmembrane helix	101	23.933649289099527	0.04358042344447926	KLB, UGT1A10, AQP6, CLDN2, SLC8A2, DUOXA2, SLC39A5, FAM3D, IFITM5, EPHA5, SLC15A1, SLC30A8, G6PC, SLC30A2, DIO1, UGT2B15, SHISA3, GABRG3, MUC3A, PRLR, ADAM2, SLC9A4, SLC5A8, MYCN, CLDN8, ADGRB1, TMEM59L, CHRNA9, CRHR2, SLC5A5, ACMSD, NKAIN2, GJC3, CLCA2, OR51B5, UGT3A1, SLC38A8, B4GALNT2, NTSR1, SLC14A2, MUC17, CYP4F3, GP2, FER1L6, COX7B2, TMPRSS15, FXYD4, FAT2, GALNTL6, RET, KCNC2, GRIK5, HTR2C, FMR1NB, SLC6A2, GABRR1, UPK1B, GRM4, KCNT1, CNGA3, UGT2A1, SUN3, PCDHGA8, SLC13A2, ABCC2, HTR3B, CYP2A6, CEACAM7, SLC7A9, UGT2B4, CDHR5, DSG3, CDH16, CDH17, CNTNAP5, UGT2B7, CDH18, CNGB1, SLC5A11, TMEM72, GDPD2, SLC3A1, SLC5A12, ASB11, CYP3A5, DLL3, GLRA3, SLITRK2, SLITRK1, HAS1, SPTSSB, TAS1R1, SLC13A5, KCNJ1, UGT1A6, GABRP, LRRC26, CLEC2A, A4GNT, SLC28A2, UMODL1	315	5634	20581	1.1712792512579522	0.9999973284974359	0.2687132009639368	0.24165527447798482
GOTERM_BP_DIRECT	GO:0042730~fibrinolysis	3	0.7109004739336493	0.043662334751939084	FGB, FGA, F2	269	21	16792	8.917684545937334	1.0	1.0	0.995172968624296
UP_KEYWORDS	Decarboxylase	3	0.7109004739336493	0.04385250154619802	DDC, PCK1, ACMSD	315	22	20581	8.909523809523812	0.9999975386735226	0.2687132009639368	0.24165527447798482
UP_SEQ_FEATURE	domain:DAPIN	3	0.7109004739336493	0.04434282167143946	NLRP8, NLRP11, NLRP5	309	22	20063	8.853927625772286	1.0	0.9967495132232261	0.9851818206132853
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	79	18.72037914691943	0.04458320509883085	RET, KLB, PSCA, KCNC2, GLDC, GRIK5, HTR2C, PIK3C2G, CLDN2, SLC6A2, SLC8A2, RGS4, LGALS4, RIMS1, GABRR1, BAIAP2L2, GRM4, CAPNS2, FGB, PCDHGA8, EPHA5, FGA, SLC13A2, SLC15A1, SLC30A8, ABCC2, SLC30A2, DIO1, GFRA1, HTR3B, OLFM4, F2, GABRG3, PRLR, ADAM2, F7, SLC9A4, AZGP1, SLC5A8, CEACAM7, SLC7A9, CLDN8, ADGRB1, CDHR5, DSG3, CDH16, CDH17, CDH18, CNGB1, TEX101, SLC5A11, CHRNA9, USH1C, GDPD2, SLC3A1, KNG1, SLC5A5, CRHR2, NKAIN2, GLRA3, HAS1, CLCA2, OR51B5, TAS1R1, SLC13A5, APOB, KCNJ1, NTSR1, GABRP, SLC14A2, AMBP, GP2, CLEC2A, FXYD4, NEURL1, ERVH48-1, FAT2, ANKS4B, SLC28A2	290	4121	18224	1.2046757984754286	0.9999681006534261	0.48553756845125096	0.46628718027476956
GOTERM_BP_DIRECT	GO:0071805~potassium ion transmembrane transport	6	1.4218009478672986	0.04463725037465845	SLC9A4, KCNT1, FXYD4, KCNC2, CNGA3, CNGB1	269	121	16792	3.095394635779901	1.0	1.0	0.995172968624296
GOTERM_CC_DIRECT	GO:1903561~extracellular vesicle	4	0.9478672985781991	0.04479592638383255	FGB, FGA, CBR1, SLC5A5	290	50	18224	5.027310344827586	0.9999696729853851	0.48553756845125096	0.46628718027476956
UP_SEQ_FEATURE	repeat:52	2	0.47393364928909953	0.045353751940257654	MUC17, PRG4	309	3	20063	43.28586839266451	1.0	0.9977825426856683	0.9862028613392196
GOTERM_MF_DIRECT	GO:0005385~zinc ion transmembrane transporter activity	3	0.7109004739336493	0.04677070468962305	SLC30A8, SLC30A2, SLC39A5	268	22	16881	8.58938263229308	0.9999999990171982	0.8100686052242713	0.789489495160837
GOTERM_CC_DIRECT	GO:1902495~transmembrane transporter complex	2	0.47393364928909953	0.046826695194403106	CNGA3, CNGB1	290	3	18224	41.89425287356322	0.9999812925475035	0.48553756845125096	0.46628718027476956
GOTERM_CC_DIRECT	GO:0031526~brush border membrane	4	0.9478672985781991	0.04705650443139877	SLC7A9, MTTP, SLC3A1, CDHR5	290	51	18224	4.928735632183908	0.999982289000687	0.48553756845125096	0.46628718027476956
GOTERM_BP_DIRECT	GO:0035672~oligopeptide transmembrane transport	2	0.47393364928909953	0.04712260653574464	SLC15A1, CDH17	269	3	16792	41.61586121437423	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:1904970~brush border assembly	2	0.47393364928909953	0.04712260653574464	USH1C, ANKS4B	269	3	16792	41.61586121437423	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:1900738~positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway	2	0.47393364928909953	0.04712260653574464	CHGA, F2	269	3	16792	41.61586121437423	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0003358~noradrenergic neuron development	2	0.47393364928909953	0.04712260653574464	INSM1, ASCL1	269	3	16792	41.61586121437423	1.0	1.0	0.995172968624296
OMIM_DISEASE	202400~Afibrinogenemia, congenital	2	0.47393364928909953	0.04734397244615521	FGB, FGA	77	3	4740	41.03896103896104	0.9979870948425071	1.0	1.0
OMIM_DISEASE	616004~Dysfibrinogenemia, congenital	2	0.47393364928909953	0.04734397244615521	FGB, FGA	77	3	4740	41.03896103896104	0.9979870948425071	1.0	1.0
OMIM_DISEASE	158000~Monilethrix	2	0.47393364928909953	0.04734397244615521	KRT81, KRT83	77	3	4740	41.03896103896104	0.9979870948425071	1.0	1.0
GOTERM_BP_DIRECT	GO:0055074~calcium ion homeostasis	3	0.7109004739336493	0.047533992780624285	TFAP2B, CALB1, ATP6V1B1	269	22	16792	8.512335248394729	1.0	1.0	0.995172968624296
GOTERM_BP_DIRECT	GO:0016079~synaptic vesicle exocytosis	3	0.7109004739336493	0.047533992780624285	RIMS1, TRIM9, CPLX2	269	22	16792	8.512335248394729	1.0	1.0	0.995172968624296
