File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
97b04149-562a-41a0-b888-892b850c1ce1	e01aab1d-cbb8-451d-b9b9-ef67ed495c86.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-4583	TCGA-33-4583-01A	Primary Tumor
56c973c3-545c-4ab7-8cbe-f91be80e8019	c622f68c-e37c-45ee-a266-ae704629f0f6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2725	TCGA-60-2725-01A	Primary Tumor
e7140700-7f43-463d-92a3-787b88365303	edafd326-8c3c-4ae5-8617-e1592db868eb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-5670	TCGA-43-5670-11A	Solid Tissue Normal
44e62577-bec6-44c6-b536-3bc23261453a	22dc8274-75e7-4009-a934-81265a087dfa.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8072	TCGA-85-8072-01A	Primary Tumor
0b158e62-3f15-4eb5-9ce7-e5daeb2b3221	5af9de4f-1220-4e7f-a58e-fd3473418754.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4601	TCGA-22-4601-01A	Primary Tumor
f0d074d2-1e2c-412b-8d36-d1d938c6eb52	7dc7ff68-7d6d-4ead-8725-0f643ece6b78.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2781	TCGA-66-2781-01A	Primary Tumor
3209225e-89f5-4dba-9bd8-f2df19ea6588	ba92f745-0592-4aca-9924-533486427c1b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-90-6837	TCGA-90-6837-11A	Solid Tissue Normal
b639cdbd-ac59-44fc-8778-ef99c192a8c9	7b4a2fcb-95eb-4cc2-8fde-ec0851ffb724.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-0940	TCGA-22-0940-01A	Primary Tumor
6f377db9-3cd8-48b2-8bcc-a45d4988580d	5d187a95-6b3d-42dc-a5c8-cf1758243c46.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-6143	TCGA-43-6143-01A	Primary Tumor
dc81e101-a37b-4420-a74f-7283e85931d7	ea440a6e-8009-4fbe-a650-bfdd88f60cd6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-39-5021	TCGA-39-5021-01A	Primary Tumor
e47520b3-d4d9-4d89-aa63-b0d5cb356c5f	a874f8c4-d1f9-4122-b78a-7bc017878fd3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-1012	TCGA-22-1012-01A	Primary Tumor
1af07080-3392-465f-84de-e449a6055248	39a335c9-018d-46c9-a966-bbec6d1f19cb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-AASL	TCGA-33-AASL-01A	Primary Tumor
bc216cab-29ef-44c6-b448-a55e0e60803e	e3bee637-c8c3-4953-842c-11b16ea1bf73.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-4533	TCGA-33-4533-01A	Primary Tumor
d5e032c6-001d-4768-bd5f-8265020315c7	85f00b2b-bee0-4bed-bf31-a344b0fe64a8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-46-6026	TCGA-46-6026-01A	Primary Tumor
1f37a1d9-2ca7-4153-8047-653e9931849c	091be805-db73-4d7c-852a-c13b9923c13a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-46-3765	TCGA-46-3765-01A	Primary Tumor
6a01c53a-f131-44e1-a96b-0903f1daa67f	73814f90-c4e3-40dd-b9be-46956becf725.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-O2-A52V	TCGA-O2-A52V-01A	Primary Tumor
19059ef3-3aff-42ef-b3f2-f300cb441d95	544c50ac-30ea-421a-b30e-6b417c389d0a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-92-7341	TCGA-92-7341-01A	Primary Tumor
c7452f0b-0808-4431-892f-4eb6f7ea380d	4da5c413-9533-426a-9f39-7bad328a95b7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-51-4080	TCGA-51-4080-01A	Primary Tumor
d7c588ad-ba23-4399-8d08-b4028a7bed48	18f0b34c-d2f6-4746-b450-8ed3def9e334.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-6773	TCGA-43-6773-11A	Solid Tissue Normal
5928c33a-57e5-4287-ad1c-3e27d836390d	43dc7dbc-8b13-48cf-8e06-ed102da87d57.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-21-1076	TCGA-21-1076-01A	Primary Tumor
d5755552-53a9-4ed2-9a1d-12416d1925ab	a80301cb-eca4-4d79-99f9-d32a29c39b6b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-7730	TCGA-56-7730-01A	Primary Tumor
ddfd7f2a-0d22-47fc-8e48-d2b88fabe227	df6f4d5c-5d5d-4fc8-b9ba-358d1bc8832e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-NC-A5HO	TCGA-NC-A5HO-01A	Primary Tumor
2f0a7016-5225-424e-b6c5-1ce6d4fbd7be	dd6421a8-7d49-4b5e-8e35-21a82f3b351d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-21-1079	TCGA-21-1079-01A	Primary Tumor
21e5745a-c875-47f1-817a-79e8c1532a2e	ca385f3c-a181-47f0-b8c9-955e0c7a8703.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-21-1076	TCGA-21-1076-01A	Primary Tumor
3018c182-0e50-4804-9bec-44048879155b	0930666b-8237-4593-9fc2-694d5483a5dc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-90-A4ED	TCGA-90-A4ED-01A	Primary Tumor
f12fb457-873c-4715-b949-7de8acffe8f6	92aa8637-25d7-429e-aa0f-46f63bb22800.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-68-A59J	TCGA-68-A59J-01A	Primary Tumor
dc9b0c4d-2248-4676-bf16-c28d3e75a019	a8b5d651-3c19-464b-aa1a-9dc46be11044.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2720	TCGA-60-2720-01A	Primary Tumor
a3d855fa-2779-49a3-bba2-7efd0abbef6b	29546915-7a47-4671-bc1b-b610e432cc2c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-94-8491	TCGA-94-8491-01A	Primary Tumor
a8485548-4791-4e86-95e5-ec22c0fa91c7	631f56be-6fde-4e67-8ce1-83f01325d489.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-51-4081	TCGA-51-4081-11A	Solid Tissue Normal
4c29b0d8-409b-40e2-9de8-59228abba108	222a1182-fa38-46be-88c7-0731ba0a81bb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2793	TCGA-66-2793-01A	Primary Tumor
66890e75-9263-4338-91c6-fd0a193adedc	d5c9122c-5a58-4da7-b01d-bbe8c7041bf5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-A5FZ	TCGA-77-A5FZ-01A	Primary Tumor
4191f855-52c0-441e-b566-812c6dd5ca65	fb6c4eb2-06bf-44ce-9b90-a669c793ae8b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-7222	TCGA-56-7222-11A	Solid Tissue Normal
3d8a513a-828f-459a-93ee-77ba7aa2dac7	175f6491-e372-44ee-9108-3228812e2f1c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-21-1081	TCGA-21-1081-01A	Primary Tumor
807be468-2372-4d3f-982c-e6b719e23d35	8c593c14-319f-4268-92c1-46019e543502.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-6561	TCGA-85-6561-01A	Primary Tumor
af447c17-ba55-4bcb-8697-f4a184541a7f	86a373e8-40a9-45b5-a646-6098bc88640e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-98-A53B	TCGA-98-A53B-01A	Primary Tumor
a2139473-3879-4c4a-910c-4d34ee6c8047	433237bf-1db2-4d5b-98f8-2e1c5796c65f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-39-5039	TCGA-39-5039-01A	Primary Tumor
2d24d285-0f71-42d5-ba8d-422a536f9c94	f1e5b33c-df59-45d5-b037-902eb29ddd55.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-68-A59I	TCGA-68-A59I-01A	Primary Tumor
b34977ce-e41f-46aa-b077-048dabcd89e6	3e6a57fd-0683-48a6-b3cb-32510c49ff2e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-90-7766	TCGA-90-7766-01A	Primary Tumor
c6a3fd2b-7705-44b5-b9d2-7967069ee261	1888b928-30dc-4b5c-b0aa-7a1e9e34f753.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2744	TCGA-66-2744-01A	Primary Tumor
c5ada9ec-44fc-46ca-9ed9-2d90fd4da4ba	b341a7c3-cb6f-4e90-a672-0558b1c1a930.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-8128	TCGA-77-8128-01A	Primary Tumor
348068a7-cb1d-4056-8688-180d59aec77f	dab350c1-f3b4-488b-8c48-7f8339e4a554.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-94-7033	TCGA-94-7033-01A	Primary Tumor
a56f2388-4568-4b46-add7-be13944f7a2f	55b8f9f7-0fd2-4f59-9cbf-c071fe27c4ef.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-63-A5MH	TCGA-63-A5MH-01A	Primary Tumor
044bcb07-5c54-4d1b-9d81-5e3ee2bcbc26	ae42d69a-f6a4-4d03-9f4a-869b71fef8f8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2780	TCGA-66-2780-01A	Primary Tumor
769b63d1-6fd0-4c84-b89e-cdb95cc537de	cd068064-b4cc-4a34-94be-ce95e3342c6d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-7697	TCGA-85-7697-01A	Primary Tumor
9cac775f-8337-4210-ad23-cef9ecf00e44	86217594-5c52-4384-9442-b371f314ccdd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-A4BW	TCGA-56-A4BW-01A	Primary Tumor
ae16acee-37ec-4145-8f1f-dea7b16bd75e	57511eed-4acc-4a58-8640-664e5710d003.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-A4CN	TCGA-85-A4CN-01A	Primary Tumor
f9242139-bced-4429-b900-87105c45fde9	42ea1b79-764b-4c43-a53f-90678d27fbcc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-96-8170	TCGA-96-8170-01A	Primary Tumor
7b4ef838-74ce-4781-b4c7-765d37e4bcf9	983f2870-96f9-471d-b42e-41b7b84331fc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-94-A4VJ	TCGA-94-A4VJ-01A	Primary Tumor
a5a8274f-6d33-4dcf-a85a-603fa4d53633	7b39751b-6e15-416c-b879-42c76270e133.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4604	TCGA-22-4604-01A	Primary Tumor
702701de-180c-4c03-84f3-e6d05158ccbc	02ba8296-3982-4e29-8823-403ab580dee8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-58-A46L	TCGA-58-A46L-01A	Primary Tumor
e5b750b0-a54e-4de5-abe5-289c68a1d9d1	a25de25d-8676-4765-a4f9-04b777afccca.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8580	TCGA-85-8580-01A	Primary Tumor
874d052f-92ff-48e9-b95a-e1a88ff0f8b8	65d98f26-9285-44ed-aed5-dc90ab803a5b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2737	TCGA-66-2737-01A	Primary Tumor
eb96f2be-e56d-4fb6-9fb5-6b0f2c6fb1c8	0ed48f45-9aba-4ff6-bbbe-131b31fb9535.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-NC-A5HK	TCGA-NC-A5HK-01A	Primary Tumor
fc5cfde3-5f25-419a-a44a-308b6d31752b	7fd4d7c0-5dd2-4ce8-a1ec-3f0271bf04d2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4593	TCGA-22-4593-11A	Solid Tissue Normal
d44d06f6-62b4-4330-9cd7-72a9e6b13e4a	7f999574-ea25-4640-be46-a5a88652bbbb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-A4JC	TCGA-85-A4JC-01A	Primary Tumor
7e6affd6-17a8-4fb2-a424-a18fc373f7d8	9b080ec7-d075-42a6-b6b5-ba57e2791fc7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-58-A46J	TCGA-58-A46J-01A	Primary Tumor
f69c5790-cd9d-4bc2-bc72-ffcf0a0068e8	153cb1b1-774c-4e65-b209-6a462b68cfc5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-6143	TCGA-43-6143-11A	Solid Tissue Normal
c57b2853-9756-431d-962e-2818e4dd242f	350805f4-ae1e-4ce2-857e-3a77e4e6113b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-58-8393	TCGA-58-8393-01A	Primary Tumor
27613caf-ad9d-46cf-a72b-0096c34813ee	9dfe3632-1575-468f-abe5-5181dae19b27.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-A5G1	TCGA-77-A5G1-01A	Primary Tumor
c25dbfa3-736c-4b85-8b6a-72d10115c3e1	6b14871d-013e-4817-9bca-2fd62a71a0e2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-34-5232	TCGA-34-5232-01A	Primary Tumor
4b607642-7124-4d8c-ae6f-3d3b88ce08ad	9813b5d6-2309-4e67-85c0-1fae01d9672d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2709	TCGA-60-2709-01A	Primary Tumor
93b52bcf-c4aa-48b7-aa42-efce47a1d0d0	13df06bf-a639-42de-a7b4-905c9e802932.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-A56V	TCGA-43-A56V-01A	Primary Tumor
8b9ec355-f904-4dd0-b061-17aae6a1625a	42434e75-893e-4a9a-9008-6a3c2ea6dc7d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-34-5928	TCGA-34-5928-01A	Primary Tumor
8fa7f085-28b1-429b-bbf1-fcfcf1db2814	d14714b5-2688-4bc4-9fe9-888d0f7600bb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-A4ZK	TCGA-56-A4ZK-01A	Primary Tumor
f349df81-0e67-4cec-8ac0-7b9407590882	db126604-3a46-470e-871a-d219267f4f10.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-39-5037	TCGA-39-5037-01A	Primary Tumor
a23ee26c-963b-4fc4-9fbe-afbc99453e41	6ef20248-2378-4c89-aac1-8e2d37d01d51.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-8131	TCGA-77-8131-01A	Primary Tumor
a9c8e6cc-c554-4ce2-8818-a1033d6f3cc9	9726d855-bc7b-43d4-a375-57e677d01771.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-6842	TCGA-77-6842-01A	Primary Tumor
cffc15d9-5641-4e22-943a-7d73a9466754	6b1c72e9-ed03-4c02-91f6-cda07c1f9e49.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-96-7544	TCGA-96-7544-01A	Primary Tumor
7537a3c9-57bf-4f5d-a9b6-4f9f4db1faa1	c6d03bd4-42cd-445a-9222-7ea265bd103f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-18-3415	TCGA-18-3415-01A	Primary Tumor
faab0ce3-6709-4ca9-be8a-9307dc161082	1da49483-5cea-4652-8357-e8fba5f77268.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2794	TCGA-66-2794-01A	Primary Tumor
740b6036-50ba-40a6-9137-1cfb06145766	d0add3e1-2ece-4563-8189-41a034ccbec2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-90-7767	TCGA-90-7767-01A	Primary Tumor
a05c8b6c-f494-435c-9f66-0057b8571f26	b448bfa4-4ce9-457c-8e63-5bee1a31e275.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-6560	TCGA-85-6560-01A	Primary Tumor
233943d3-7e2b-45bc-9bfd-fb94972b585a	ff915b5b-98f0-4cd9-8afc-90bc16529cd8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-58-A46M	TCGA-58-A46M-01A	Primary Tumor
20c2999e-f569-48ee-99b4-06f462779c85	be244b42-fd11-4788-9a3e-60be97747994.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2777	TCGA-66-2777-01A	Primary Tumor
fc58318f-2bb8-4b3b-8b86-267a087df9a5	0633549b-8522-4be3-85b2-055201621efa.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2698	TCGA-60-2698-01A	Primary Tumor
522327ca-79dc-44ba-9579-f03c3aa183c0	836818ee-32d4-4dad-961a-f38fafb20cc3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8276	TCGA-85-8276-01A	Primary Tumor
dfb6cc63-c72c-4034-83a0-fad6df35767a	c7225107-cc58-4431-8c1c-d0116d19f7f4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-98-8022	TCGA-98-8022-01A	Primary Tumor
2ef449cb-920b-463f-a326-64138dd4906c	e78e2bc9-95d1-4ee7-a42f-c548715ca6f7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2766	TCGA-66-2766-01A	Primary Tumor
fc28f309-b035-4e92-a8c4-d0eff5b61d12	96978a72-9b98-4238-abab-cbf1c41bf5f8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2792	TCGA-66-2792-01A	Primary Tumor
7515bd05-b3a6-4a64-8e06-ffadb6d426d7	4001b986-adbc-4d49-9107-29488ddc6b61.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-5897	TCGA-56-5897-01A	Primary Tumor
a859bcbd-6982-4612-99c7-f47861ab9b74	01cfc059-7cf9-4e62-a4e3-7eebaab6a70d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8277	TCGA-85-8277-01A	Primary Tumor
96573a7b-1e7b-4aa3-8039-31c716adab69	430d5203-9a93-4e33-94fa-aa4e0970989c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2783	TCGA-66-2783-01A	Primary Tumor
fcef369b-3004-4e10-b920-4670f0d6929a	3cc4d1da-d66f-4d92-b51a-b34471219201.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-92-8063	TCGA-92-8063-01A	Primary Tumor
cbb56e08-41dd-4c10-90ee-910e7b54ab51	5a7f277a-28b9-403b-959b-51e4b024084b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2757	TCGA-66-2757-01A	Primary Tumor
df3625dd-acb1-42f9-b4fc-54cc9447badd	394df3ed-9071-4731-8499-d83624d2a7fa.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-39-5022	TCGA-39-5022-01A	Primary Tumor
b5718621-fb73-4aca-81c3-ae6376a77140	82f115f0-ec01-4fc7-b926-4b3b638db21a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-94-A5I6	TCGA-94-A5I6-01A	Primary Tumor
98e3175d-db07-4967-bc2f-c80894abecab	9ef0c6dd-6e38-41fd-aff6-ae0800c7755d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-7698	TCGA-85-7698-01A	Primary Tumor
86a968be-c886-4bfb-8262-e57b4f9b52da	73820dc9-48b2-4fce-ae5d-ca8e0a5359d9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-37-4141	TCGA-37-4141-01A	Primary Tumor
896b5391-9d76-4dd3-995e-0c1216453cbc	6b619463-ccaa-49de-a722-d21e9f79d6d0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2753	TCGA-66-2753-01A	Primary Tumor
102b6c7c-b287-42e9-b6d0-cc3f51ae5bd6	e15d3de5-f141-487f-8262-8b0d20563c76.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-A474	TCGA-43-A474-01A	Primary Tumor
6be9e420-f475-4dc9-ae90-93b7f9eef79c	05ec8eb6-0940-49e0-ab1e-8ec6cd850bb9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-63-5128	TCGA-63-5128-01A	Primary Tumor
d5f60f3b-44db-408f-a23b-22417513d1ff	ce3cf863-9f95-47f5-bd75-77ca084bf7a3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-8625	TCGA-56-8625-01A	Primary Tumor
f7651c4d-ed56-4f1b-94a3-4a6b7ca2f64b	19f69768-21e1-4752-946c-98ba7614a68e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-63-A5MB	TCGA-63-A5MB-01A	Primary Tumor
61f87fd7-2eb1-45da-bad8-747dd19e95a8	03611591-08da-45c5-bfe5-ce511a2cc341.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-5481	TCGA-22-5481-11A	Solid Tissue Normal
ae61f645-ea13-4136-aa2b-531b9712d252	7ed7a392-2f66-4187-85bf-b902a8065bc5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-5471	TCGA-22-5471-01A	Primary Tumor
358172e9-06ee-4dec-bf80-97b078179709	4b539965-2208-4574-8281-6109028eeec3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-18-3406	TCGA-18-3406-01A	Primary Tumor
5d98c562-3b6c-458d-bc65-079e5d19137b	fa77c95f-1ec9-439f-81bd-7ec7a62ecbe0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-34-8454	TCGA-34-8454-11A	Solid Tissue Normal
79c8f4d0-edcf-4646-afa3-f97a6a71a7e7	d9dd5f6a-34f6-4066-8931-20fbce9d40b9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-58-8391	TCGA-58-8391-01A	Primary Tumor
676538d3-7ef9-4258-9c69-b5b26a51032d	cc3aca0c-5254-4fc9-838c-1f443bb161ae.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-7696	TCGA-85-7696-01A	Primary Tumor
8c14e537-1f89-4c73-a3a0-e5be28086091	5b917d60-5201-4def-839a-a92f15d9068d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-5480	TCGA-22-5480-01A	Primary Tumor
b1d95b5d-949e-4837-a4d0-702b83a8ab37	91b14b53-8db6-41e7-b073-e0edbc558ed1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-8116	TCGA-43-8116-01A	Primary Tumor
19d6f904-0210-4e18-9927-6afd5b5841ae	fab01c26-ff5b-4db5-bb5f-5b17847ca2b5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4607	TCGA-22-4607-01A	Primary Tumor
5f3a2f58-16b8-4098-8a49-b6294015a291	99d1feac-dbcb-4f01-8e41-8f6101d06515.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2726	TCGA-60-2726-01A	Primary Tumor
5901a2c9-e989-4d8d-812b-bf408cc5bc73	9a617996-4af4-4df8-b271-fcb2d211cb2b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-7699	TCGA-85-7699-01A	Primary Tumor
ef056c34-c2b9-47dd-afbf-ed81fc16dc74	840bb854-0669-485e-9d83-c4e1e4f10626.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-34-5236	TCGA-34-5236-01A	Primary Tumor
1d5d7e08-d258-48e8-8453-ddefa7e97e8c	ba49e83c-ac4a-42da-bbf8-3a2a9bb1851a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-63-A5ML	TCGA-63-A5ML-01A	Primary Tumor
f1f64ad2-f191-40d1-8b9d-0c50c30d3d09	d0aa1f9f-7352-41e9-8b3f-dc70dce00e21.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8052	TCGA-85-8052-01A	Primary Tumor
2f1c83f8-5d7f-44a7-8e90-7190ffb395bb	0358446c-e52e-4524-8f42-9fc427e144d1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-21-5784	TCGA-21-5784-01A	Primary Tumor
